PC1,PC2,PC3,Cluster
1.745718711358555,2.026795214564652,0.1741391464955512,2
2.531348257259994,-1.7479476026571494,0.5809996995527493,1
-2.9540793208264318,-0.09399057885472092,1.5091702424609923,3
-2.9993315867977435,0.19798179003373484,1.6889741524548338,3
-3.5924410199989647,0.9816129914025495,1.404674473403745,3
2.0724845961330773,1.9206003745407005,0.07963248498609406,2
2.9675215613741788,-1.610052089329884,0.6209139569367896,1
2.160024009052084,2.233345576454437,-0.5895788287390655,2
1.9328840015414168,2.0893707103826866,-0.4311771396459806,2
-3.4979205048560638,-0.3418312988263285,1.4725074629373927,3
2.8723654578918953,-1.6787015512555488,0.7591213145153484,1
-1.4871388152892797,-0.8644454523579393,-1.587761605202357,0
2.4461762851140136,-1.5998236193873256,0.7318605181708742,1
2.4743957634573315,-1.1837215609360419,1.2111912048748328,1
1.9827878776253023,2.737493235025403,-0.561330354010157,2
-1.4155166812716018,-0.9572520634150604,-1.5633933045993949,0
-3.6216286232571573,-0.0448149626464573,1.6602142540766531,3
2.0897060108899113,2.003252465518649,-0.048349607985391556,2
2.431865206434572,-1.4711607293217936,0.23558533856137795,1
-3.4168131492417753,0.3566340617204286,0.8596151232480056,3
-3.161384444291798,0.295346789936597,0.7601418382108702,3
-1.6392376369079331,-0.901973166761897,-1.5433528398474246,0
-3.5762357913911558,0.8239439757706389,0.8948184480077882,3
-1.0472335622902915,-0.688250411338083,-1.9514400671764327,0
2.199911550114795,-1.3353325510468514,1.2450310538698202,1
-1.0879972094409915,-0.8286445204093533,-1.9571608413710089,0
-1.3307784805340608,-1.4070196560330999,-0.6856876501155384,0
-1.4341822252705043,-0.6065587622331936,-2.0175549993447985,0
2.782529305576707,-1.419116828247926,0.6975017161678914,1
2.136732432396261,1.9218524756300701,-0.3003911793364135,2
-1.451991969129547,-0.7284670367007573,-1.4372190049164448,0
2.091685212028508,2.279745347407224,-0.47263348538654126,2
2.370479173446824,-1.943489037198426,0.6880898830650292,1
2.2860916098956694,2.2939169009789295,-1.1245855049481253,2
2.3910796031191657,-1.6641727763561753,1.1799414219153357,1
-1.2187108139336682,-0.8519900457901631,-1.3859462576941088,0
-1.4136409906353056,-0.8888337670264832,-1.502482654849106,0
2.572105605048318,2.0742116052344035,-0.5840344569675112,2
-2.9030050785292993,-0.46180583467286124,1.0819833892098965,3
-3.236873602350551,1.1675208054487103,0.690007768820022,3
2.640357285064799,-1.461944710862001,0.6443082527865779,1
2.3979731077830584,1.6329306534079056,0.4381882035589386,2
-2.3148619780198842,-0.9094946125865708,-1.8354333176360431,0
-3.061329071563949,0.6252635512725442,0.9540581323550384,3
-2.9790862855122464,0.33948399191342965,0.9755853577521687,3
-1.0921123711129919,-0.4474180829190206,-1.8045281812308718,0
2.065501792666198,2.1314058856915037,-0.028436211152420197,2
2.8610799386409225,1.4553658243915437,-0.3627616721824581,2
1.7827518293297084,1.8795321664564852,-0.13564782942126713,2
2.16837181684409,-0.9675014696437885,0.9519624318413018,1
-3.2165300619131663,0.041182391270859514,0.8946461119409813,3
-1.4706298173214136,-0.6963870050468141,-1.7425625252494725,0
-0.9844613825583165,-0.5936307167426144,-1.8250671047685343,0
-1.3413333510487548,-0.5632165274416553,-1.8633183959591886,0
-1.0192549108120115,-1.532494623853004,-1.0534916855130647,0
-1.1684601003697304,0.19435628309801614,-1.7066463322313994,0
2.358009932795825,-0.9585980417530414,0.7387645095794666,1
2.1125980968207188,-1.5898886485861055,1.2789125231298386,1
-3.08395734303484,0.9698536789878995,1.2325296447815117,3
-3.748423093128663,1.072335380583695,1.0360383553273382,3
3.141902095866805,-1.4730715024338346,0.16713414245476502,1
1.9552844459782317,2.0825775418831336,0.15952343423688772,2
2.672333786600749,-1.3326499960667209,0.4059792567261848,1
2.2505243067834204,-1.668291939839098,0.6252282975672858,1
-1.4777098796829782,-1.5036122699315462,-1.0190739565752538,0
-1.3179158076518849,0.43684817098959383,-1.9116097820885283,0
2.1227049591358904,1.4384555057857247,0.07500262164459351,2
-1.512968426269387,-0.8723760651984056,-1.4154945149318976,0
1.9992363134019406,1.3751995258467826,0.34918127290606504,2
-0.9174396551252918,-1.769835512574295,-1.3776064839893303,0
-3.7567926188359846,0.7742374991331501,0.3580244488151345,3
1.8343881763885141,2.1568796274447255,-0.15648631773270552,2
-1.5820590939823904,-1.6686917816760456,-1.1092880244141985,0
2.3640348936975513,2.044530900585423,0.16904053272735306,2
2.6023294715845613,-1.0002813801325667,0.285620266381077,1
-3.5665519635696246,0.16884142558143578,1.3207942563527444,3
-1.4896430043897522,-0.7858292036471112,-1.3588667228489955,0
2.417473833448161,-1.293045574915173,1.1495346756920632,1
2.3350287974222637,1.3547604214607536,-0.25978816964210416,2
2.308906406444021,1.558519027265583,-0.3341604568778686,2
2.71313388542321,-1.5279414524612345,0.6217104411667067,1
2.2598587171840703,1.4102513991152237,0.01004111431633639,2
-3.199960777230348,0.9079457785395016,0.9034730066726314,3
2.7194142246999964,-0.7753704175947741,0.24892896934003378,1
-0.9465285472793198,-0.9161414647721974,-1.5584536049812603,0
1.986911593927055,-1.337849822742201,0.6451051436961368,1
-1.3660988024287775,0.5416048727645613,-2.4420453458640305,0
-1.458998436026011,-1.5828132447587315,-1.7799144842784176,0
-1.3513956408273562,-0.8936813612097521,-1.7563207522355464,0
-3.3918494024665335,0.5652674885629825,1.2625707642861375,3
-4.097083135753572,0.24615659979911408,1.132190718418997,3
2.1112774785951807,-0.967125180587435,0.3565807801116991,1
2.7217406893550873,-2.0401207436620235,1.3330992650789457,1
-1.2690644473191766,-1.192382857870963,-2.077878777141359,0
2.128655107670688,2.2346077316353075,0.007867879377812605,2
2.2816255580838107,1.8036009249818172,-0.6707678772777387,2
2.513122305666806,2.870430250390219,-0.7760220607077684,2
2.129707488180734,2.237491597579331,0.15532053371743224,2
2.5831649694472905,-1.5374970762029618,1.1841884134651912,1
-3.203929639132697,0.5271715523365393,0.8150950855990612,3
1.6395323266612047,1.7278460709048122,-0.17778599432777392,2
1.842290091449679,2.779939155091691,-1.5952243269347879,2
-2.6606864974663273,-0.4734918910932712,0.9885406408157599,3
2.7374656197126015,-1.3835697322745635,0.31799641187691524,1
2.3282937226661224,-0.864433835221872,0.3399034685141689,1
2.1361697291690263,-0.846062677894623,0.7115872947328715,1
-3.3857473344712847,0.5908312508981094,0.9980356223248641,3
-0.8588769795355103,-1.4779724590361745,-1.351885836300749,0
2.067546469885234,1.875419141128212,-0.12273210150765539,2
2.201978337205862,1.9323005599114862,-0.0217484116349619,2
-1.254474765353369,-0.7157054166227802,-1.7130808974009637,0
2.4538278741790243,-1.269935857462888,0.3369336404669687,1
2.322879566009145,-2.128923372361516,1.2097158967699686,1
-1.416905130286782,-1.1774219699761264,-1.9524655645794242,0
-1.2939009166754323,-1.192201723879779,-1.1248551493363799,0
2.7038898557351327,-1.6230103347991731,1.1013342601495528,1
3.060339229410233,-1.379686913018981,0.5770890166189483,1
-3.833138957150337,0.7953693446655061,0.8007628317694023,3
2.2877683982251256,3.1084163920655676,-0.8291537270736458,2
1.8357516484184087,2.42379408315762,-1.1340143534833738,2
-3.3110247501628076,1.1232507127948983,1.1762858179502271,3
-1.5082079196273543,-0.9427129205875598,-1.7045428012006023,0
-1.0005280384317838,-1.438136666902638,-1.9582020531834572,0
1.8005164329851604,2.275450604585147,-0.16053734309138543,2
2.071493342825124,1.568941660619145,-0.1212038553861485,2
2.071077829303711,-1.8530939728106772,0.749911023201575,1
2.0299674699832058,2.815096917189905,-0.21114522363890628,2
1.9327083096789939,2.003066367260573,-0.3938954862053493,2
-0.9016183100137928,-1.3931306697064474,-1.6888145604686597,0
-3.5828751338567373,1.2665529949439462,0.6079173860513924,3
2.8825837504464973,-1.6828504535957762,0.3946850402857632,1
1.9443321643135143,1.824987800238041,-0.27725568099921166,2
2.125409895294472,2.4162571319641546,-0.15106440974091948,2
2.8549609732314494,-2.195049094132315,1.4943660000980825,1
2.0871068091104066,2.4226440150932866,-0.5323527436039486,2
-2.692808023970908,0.3680013805019982,0.5535047017541709,3
2.3214360443145776,-1.7900836155376187,1.1912412730561375,1
2.17451873509462,-1.3656803367061108,1.0679512326551865,1
-3.137824466878771,0.4171941555157916,0.9553312783914746,3
2.5318610877185277,-1.9620853921427708,1.1206263920519564,1
2.422610673337993,1.900074780543486,-0.07245568832274364,2
1.9146546587078446,2.1230672952640486,0.5107486304597764,2
-3.7648195378350846,1.4086889752705551,0.6265052381771531,3
1.923512101708075,-1.728573877792538,0.6460258447577247,1
-1.5389126723396223,-1.2161836343395132,-1.3738530011593098,0
2.214903293299873,1.4035586466739924,0.3806953575164306,2
1.9992573197466144,1.0422541931237108,0.3935935985814589,2
-2.947959519258464,-0.26202967921180886,0.907410404973878,3
-1.4596375956060146,-0.8025549384311996,-1.8931082477479586,0
2.823650580754915,-1.275224756604241,0.08580233424128947,1
-1.5119684022246203,-0.6507798505580469,-2.008179130707473,0
2.3016146768271653,2.662735430439805,-0.520717373275676,2
2.4411152795581432,-1.7853799205003031,1.4457433824564396,1
-1.251808206921954,-0.3586669721555664,-1.6092255364985546,0
-1.1511651214536747,-0.00513922860608722,-2.160098257947045,0
3.132296310300481,-1.9539641526151668,-0.06617960571204556,1
-3.8529463223195513,0.7474726754595299,1.281989854105368,3
-2.778660284689849,0.175128820174334,1.2558413759815648,3
1.8738226534662794,2.5483999410622027,-0.27429580701015965,2
2.327330961388744,-1.4981596001932573,1.4316241134254708,1
-3.4311017450009396,1.3342011378966439,0.22062780616782426,3
2.395820949106005,1.7434681790766637,0.4305544923970597,2
-1.1143010349742195,-1.428499227705789,-1.3851094984904113,0
2.7251219374364775,-1.4736526072011469,0.7968818004551624,1
2.6572851849219545,-2.0675190165755333,0.6783784547931393,1
2.6532746112850405,-2.6697581533468746,1.1979875557646842,1
-3.3763827736623395,-0.17829257736934073,1.0776664149889172,3
-1.2525004736346546,-0.5492780714031578,-1.1944991674462304,0
-1.5173006129839857,-0.6556177966375526,-1.7161857020341884,0
-3.425626738688599,0.8487875671570693,1.1460728515324916,3
-2.9878967082554433,-0.003703975144361543,1.4048694473636059,3
2.406302857033471,-2.01217650735747,0.5222661403537464,1
-3.1533256287934557,0.9159505929344778,0.7542343726820175,3
-1.7323162236867462,-0.6931034869701198,-1.696712482292007,0
2.0286506123342773,2.314867849701444,-0.7073721400784456,2
-3.360405943446594,0.14194718793387076,1.2837222392124341,3
2.6086985501679196,-1.4766814145633496,0.960461233805232,1
2.208824193998779,2.6337438428743427,-0.32858271681259166,2
1.8135656897497296,2.4247241067071514,-0.5434871186762629,2
-3.8341147185954347,-0.23560170703479819,1.6234340726892749,3
2.5139665126494704,-1.2642618768614549,1.3501039462298712,1
1.8686227243063671,2.2537209791406774,0.2459251388136115,2
2.777066097874219,-1.2445881844245972,0.23116961587811555,1
-3.4789311079252903,0.6532498107652804,1.5888149144465142,3
-3.5788833798869963,0.09880765144196378,0.48293933615598716,3
-1.1955859527659527,-1.1591396517129453,-2.1518540861579925,0
2.6979751523049695,-1.2512640238500743,0.9603435134374946,1
2.1671900679197442,-1.6117549606360766,0.8465703611782921,1
-3.275329355568094,0.19711071460283017,1.0496053815808626,3
-1.34899564765022,-0.5784712511898272,-1.5801239447306774,0
-1.7631064507586758,-0.720650100280561,-1.172316940926063,0
2.565985603998235,-0.9424788750454797,0.6651343465427573,1
-3.181078916986661,0.9020843645699157,0.8889052205582096,3
2.0062085948727337,-1.5158459263799577,1.1703897351935058,1
2.672143579529765,1.9747442282043917,-0.28102630908268406,2
-1.5251841270548951,-0.6309358830923364,-1.4333028801660592,0
-1.0075299582851562,-0.6288514155016848,-1.3879538112261696,0
-1.25983151128665,-0.8886597423822109,-1.5156980173724326,0
-3.094550952629244,-0.2905798104062339,1.1664862566404934,3
-3.1290243781209637,0.312579198959454,1.1782071799716083,3
2.4065854054249725,-1.7120405604849127,1.1198953047158207,1
2.068723769128189,-2.1054506506031214,0.4591320677530915,1
2.0772028164906415,0.9010354642725608,0.008428956224734392,2
-3.13937953620447,0.12031489955132121,1.112960282146147,3
2.218831176820196,0.8941679794297813,0.7434469730893142,2
-1.4326270551216889,-0.9242749404081129,-1.169276680882946,0
-1.5204155167344708,-0.5320184594962937,-1.8039218509208483,0
-0.8478082691164722,-1.299133607679246,-1.6442186377970525,0
1.876556668619541,-1.518242968481057,0.5591493853067528,1
-3.870802258633609,0.3774080813528381,0.9240442823798756,3
-3.2735243150283453,0.7335006611763562,1.0982205416644406,3
-1.3153266353212647,-1.0859692148781595,-2.173660947767925,0
-2.845017267170585,-0.03189706954339168,1.1217820945272263,3
-0.3415924094153234,-1.5311667044480202,-1.4001931087228405,0
-1.2046416119991252,-0.1629270693025018,-2.027532331866728,0
-1.1532400204499806,-0.8431441069070298,-1.5798694985103547,0
-1.5651618607041684,-1.0955305655831844,-1.5581274700205332,0
-3.069880267876423,0.5293564895415769,1.263567915809112,3
2.5840380788261674,-1.8499672540459267,1.1040722023523524,1
2.178658215828606,-1.2815464644283596,0.7889185241029897,1
-0.8511009137562091,-1.396978169383201,-1.244500006575267,0
1.7832897913866694,1.659966716526722,-0.4731302104564585,2
2.0714322486767944,1.5657165191815496,-0.4608309338935,2
2.2828583226200414,-1.1667371593793,0.5189012985347562,1
-3.3741158242448757,0.8441333617067965,1.1402781971697873,3
2.4180162109798573,-1.656099404928028,1.0591823056348346,1
-1.4738466539217194,-0.3084260987078709,-2.222057688170303,0
2.6338929476612987,-2.085465735693459,1.0693386718157487,1
-3.5979044514346152,0.6243940998035766,1.4890125670315397,3
2.2832717008092778,1.6741308387506437,-0.17229278858685781,2
1.5573531314664057,2.627810649733768,-0.7777384283684027,2
1.979930651332125,1.594831564010111,-0.5416219806946035,2
2.365193398631679,2.1578873294167256,-0.4174991879271818,2
1.7729999396915486,1.7128484298926963,-0.4499192407618216,2
-3.2494815209736663,1.1263416150867844,1.4458238259050218,3
-3.224864994419377,0.750182413394912,0.5194001686755105,3
2.9759779672230335,-0.5157530196716916,0.41105409295512463,1
-3.0916169930192496,0.1843922532152621,0.9939173280141332,3
2.216397120021375,1.7459906770617977,-0.0790105956046931,2
-1.0484872844674051,-1.612253766383849,-1.4080908411846096,0
